date,PS_OL(tonVS),FWW_OL(tonVS),Digester B_TS(%),Digester B_VS(%),Digester B_CH4(%),Digester B_CO2(%),Digester B_H2S,Biogas B
2019-08-10,6.09637532604027,11.920125746074051,0.03646038628301153,0.01902837997635011,,,,15646.0
2019-08-11,5.859622886194047,10.90022193892333,0.03646038628301153,0.01902837997635011,,,,15929.0
2019-08-12,5.326929896540042,12.493821637596332,0.03646038628301153,0.01902837997635011,,,150.0,16271.5
2019-08-13,5.369277203108813,13.258749492959373,0.03646038628301153,0.01902837997635011,,,63.0,17540.0
2019-08-14,5.047120570922284,13.003773541171693,0.03646038628301153,0.01902837997635011,,,,17559.5
2019-08-15,6.324373854612147,10.844194508766117,0.0345959250649526,0.018733761794065183,,,,16721.0
2019-08-16,4.525198533903518,10.375256367846502,0.0345959250649526,0.018733761794065183,,,,15671.0
2019-08-17,4.961362248014701,10.60972543830631,0.0345959250649526,0.018733761794065183,,,,15275.0
2019-08-18,5.506566890653679,10.02355276215679,0.0345959250649526,0.018733761794065183,,,,15056.5
2019-08-19,5.2884850335980875,11.371749917300685,0.0345959250649526,0.018733761794065183,,,40.0,15059.0
2019-08-20,6.712071501301037,14.329550783081658,0.03251019101842805,0.017922716706532362,,,,17257.5
2019-08-21,6.432401855413494,12.521616805776961,0.03251019101842805,0.017922716706532362,,,,16662.5
2019-08-22,8.285493827160499,14.095526914329026,0.03178584458226921,0.017393541563258928,,,40.0,16425.0
2019-08-23,5.497106481481485,14.536012130401808,0.03178584458226921,0.017393541563258928,,,40.0,17121.5
2019-08-24,5.8954475308642005,13.067728076825869,0.03178584458226921,0.017393541563258928,,,,15553.5
2019-08-25,4.381751543209879,10.498230983067971,0.03178584458226921,0.017393541563258928,,,,14006.0
2019-08-26,8.524498456790129,12.920899671468273,0.03178584458226921,0.017393541563258928,0.591,0.386,40.0,14811.0
2019-08-27,8.710199909815099,12.88214723502673,0.03274993370458763,0.017498011137629287,,,,16306.0
2019-08-28,7.384734706147584,12.410026655732558,0.03274993370458763,0.017498011137629287,,,,15526.5
2019-08-29,12.739586860819493,11.555667253078694,0.031803340816057,0.017212874296941006,0.613,0.39,56.0,15575.5
2019-08-30,11.504232983406693,10.925358130183492,0.031803340816057,0.017212874296941006,,,,14580.0
2019-08-31,11.735861835421593,9.31456814945131,0.031803340816057,0.017212874296941006,,,,13144.0
2019-09-01,8.647477141889595,9.524671190416377,0.031803340816057,0.017212874296941006,,,,13201.5
2019-09-02,10.037250253978995,9.874842925358156,0.031803340816057,0.017212874296941006,,,,13644.5
2019-09-03,3.366671569348433,10.01615011920325,0.030550629486016,0.016028149520984525,,,,14033.0
2019-09-04,3.4307986468598317,9.8131200492194,0.030550629486016,0.016028149520984525,,,,13439.5
2019-09-05,3.8987028958965286,11.024262955502657,0.03222486653373626,0.015573422525245911,0.596,0.381,158.0,14685.5
2019-09-06,4.4894154558808514,9.109869987181835,0.03222486653373626,0.015573422525245911,,,,14407.0
2019-09-07,3.071705311918477,11.618384911188429,0.03222486653373626,0.015573422525245911,,,,15592.5
2019-09-08,1.8902801919498322,10.430140999816885,0.03222486653373626,0.015573422525245911,,,,14891.5
2019-09-09,2.333314611938074,10.232100347921628,0.03222486653373626,0.015573422525245911,0.593,0.3779999999999999,124.0,14302.0
2019-09-10,3.279161937691958,12.797067838881146,0.0319515474039976,0.016624869496561643,,,,15370.0
2019-09-11,3.9989779727950707,15.276080980444512,0.0319515474039976,0.016624869496561643,,,40.0,17810.5
2019-09-12,3.9989779727950707,10.184053986963006,0.0319515474039976,0.016624869496561643,,,,15207.5
2019-09-13,3.039223259324254,9.112048304124796,0.0319515474039976,0.016624869496561643,,,,12731.0
2019-09-14,2.5993356823167963,9.246049014479572,0.0319515474039976,0.016624869496561643,,,,12750.5
2019-09-15,3.3191517174199086,9.112048304124796,0.0319515474039976,0.016624869496561643,,,,12626.5
2019-09-16,3.7590392944273665,10.921057893914277,0.0319515474039976,0.016624869496561643,,,40.0,13577.5
2019-09-17,4.564549180327845,14.75482235799952,0.0323076968993534,0.017066065773893736,,,,16370.0
2019-09-18,4.0637958532695455,16.104638903531885,0.0323076968993534,0.017066065773893736,,,,17181.0
2019-09-19,5.689314194577364,13.898523985239846,0.0323076968993534,0.017066065773893736,,,50.0,16677.5
2019-09-20,4.876555023923455,12.133632050606215,0.0323076968993534,0.017066065773893736,,,,15536.5
2019-09-21,5.631259968102086,12.207169214549284,0.0323076968993534,0.017066065773893736,,,,15422.0
2019-09-22,7.605103668261579,11.61887190300474,0.0323076968993534,0.017066065773893736,,,,16400.0
2019-09-23,5.457097288676247,10.001054296257244,0.0323076968993534,0.017066065773893736,,,,13268.0
2019-09-24,3.5993620414673124,10.442277279915652,0.0323076968993534,0.017066065773893736,,,,12504.5
2019-09-25,5.399043062200969,11.545334739061671,0.0323076968993534,0.017066065773893736,,,,13305.0
